,Extraction_date,Marketplace,Reference,Status,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
1097,2018-07-16T13:14:45,Tunisie-annonce TN,2817755,L,Villa en arriere du supermarcher  a citee etaamir,"Tunisie,Nabeul,Menzel Temime,Cite Ettaamir",320,m²,,,400.0,"je cede a louer une villa composee de salon,chambre a coucher,2chambres ,salle de bain ,jardin ,garage sous sol , viranda ,cuisine, 2 terasses",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2817755
1111,2018-07-16T13:14:00,Tunisie-annonce TN,2705154,L,Un dépôt z i mghira en charpente 2000m2,"Tunisie,Ben arous,Ben Arous,Ben Arous",2000,m²,,,10000.0,"a louer un dépôt  à la zone industrielle mghira, en charpente, répartie en deux niveaux, situé sur une voie très fréquentée, avec un accès facile, d’une superficie égale 500 m2,  avec une extension de 900m² et un hauteur de 5m ,et la partie en charpente égale à 800m²,destiné pour stockage ou des activités industrielles, avec toute les commodités : toilettes, vestiaires , cuisines , bureaux , local magasins, bloc sanitaire égale à 400m².  merci de me contacter pour convenir un rendez-vous pour toute visite sur le lieu.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2705154
1118,2018-07-16T13:13:35,Tunisie-annonce TN,2822422,L,Étage s4 neuve,"Tunisie,Tunis,Le Bardo,Le Bardo",230,m²,,,1000.0,"une maison nouvellement faite;dans un quartier très calme, jamais habitée; en première étage avec entrée et garage indépendants, à l'intérieur elle est faite d'une entrée spacieuse qui vouvre sur le salon, 4 chambres à coucher, une douche et une salle de bain séparées et une cuisine qui ouvre sur un balcon avec une agréable vue. équipée de gaz de ville;  pour nous contacter appelez 21672795 ou 52274827  pris: 1000d / mois",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2822422
1125,2018-07-16T13:13:18,Tunisie-annonce TN,2733183,L,Grande villa a ennasr 1 wb794,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1",760,m²,,,3500.0,"a louer pour 3500 dt par mois une grande villa sur 3 niveaux ( rj rc et etage a ennasr 1 terrain (760m)  surface bâtie 200 m sur chaque niveau , en tout 2 grands ssm et 7 cc , 3 salle d'eaux , et deux salles de bain , grand jardin , terrasse , studio pr gardien , abri pour 3 voitures , chauffage central , climatisation (wb794)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2733183
1132,2018-07-16T13:13:05,Tunisie-annonce TN,2818847,L,Maison salon et 3 chambres,"Tunisie,Ariana,Raoued,Cite Essahafa",247,m²,,,700.0,"a louer étage de villa salon et 3 chambres, cuisine équipée, toilette + salle du bain, 2 places parking, jardin. équipée d'un chauffage centrale et d'un système d'alarme",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818847
1140,2018-07-16T13:12:35,Tunisie-annonce TN,2829139,L,Studio s plus 2 salle d'eau  wc  compteurs isolés,"Tunisie,Tunis,El Omrane Superieur,El Omrane Superieur",80,m²,,,290.0,"un studio a louer composé de s+2 + salle d'eau +wc tous les compteurs electricité, eau potable et gaz des villes sont isolés et a entrée indépendante. situé prés de magazin minim ou l'arret de -14 a-  . transport publique proche de 5 à 10 minute a pied: station métro -ettahrir-, -omr.sp- sur la ligne 5 et trmns -ibn khaldoun- sur la ligne 3     .bus -terminus 38b- vers tgm  et mème -st 514- vers charguia.   veillez appelez le numéro de tel 21260304 a un temp respectueu pour ce qui est intéressé de cette offre.    merci  studio s plus 2 salle d'eau  wc  compteurs isolés",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2829139
1157,2018-07-16T13:11:59,Tunisie-annonce TN,2831670,L,Belle maison à ne pas rater,"Tunisie,Ariana,Mnihla,Mnihla",150,m²,,,450.0,"une belle maison gardée avec caméra de surveillance dans un quartier très calme située au 1 er étage entrée indépendante composée d'un salon spacieux à l'entrée, trois chambres avec placard, une cuisine avec des placards et balcon et une salle de bain. avec garage. location seulement pour famille.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831670
1162,2018-07-16T13:11:48,Tunisie-annonce TN,2699231,L,Un dépot rue de naacen khlidia,"Tunisie,Ben arous,Ben Arous,Ben Arous Sud",5000,m²,,,6000.0,"un dépôt à naasen rue de khlidia en charpente métallique, d’une superficie égal à 5000 m2 et couvert 2000 m2 avec une hauteur égal 7 mètres il est destinée pour tous activités l  sauf les activités de produit chimique.  loyer 6 mille/ht  contact 94 332 732",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2699231
1164,2018-07-16T13:11:42,Tunisie-annonce TN,2699071,L,Un dépôt à ben arous 1400m2,"Tunisie,Ben arous,Ben Arous,Ben Arous",1400,m²,,,4500.0,"un dépôt à ben arous en charpente métallique situé dans une zone industrielle facilement  accessible et très fréquentée. le dépôt, destiné seulement au stockage, est d’une superficie égale à  1400 m². avec une hauteur sous plafond égale à 6 mètres.  la longueur 60 mètres   largeur 24 mètres    merci de me contacter pour convenir un rendez-vous pour toute visite sur le lieu.  n.b. : les visites sont gratuites.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2699071
1168,2018-07-16T13:11:34,Tunisie-annonce TN,2831668,L,Villa de prestige,"Tunisie,Nabeul,Korba,Korba",500,m²,,,1400.0,"location korba    a loué à l'année une villa très haut standing moderne plein pied situé plein centre ville korba plage 3 minutes de la mer   la villa compte comme suit:  un salon lumineux qui ouvre sur un grand terrasse; trois chambres à coucher; une cuisine aménagée et une salle de bain , toilette et elle entourée d' une belle jardin    pour plus d info   contacter le +216 27800976",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831668
1171,2018-07-16T13:11:25,Tunisie-annonce TN,2820500,L,Coquet appartement,"Tunisie,Nabeul,Hammamet,Hammamet",50,m²,,,500.0,"appartement climatisé, richement meublé avec tous confort pour vos séjours et vacances à hammamet ,l'appartement se situe dans un quartier résidentiel très calme, shopping et moyens de transport à proximité ,à 2 mn par voiture du centre ville et de la mer , se compose d’une chambre à coucher, petite salle de séjour ouverte sur la cuisine , salle d'eau, , grande terrasse au dessus de l'appart ,internet wifi   ;500 dt la semaine juillet  550dt  la semaine aout",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820500
1172,2018-07-16T13:11:24,Tunisie-annonce TN,2820482,L,Belle villa a hammamet,"Tunisie,Nabeul,Hammamet,Hammamet",250,m²,,,1750.0,"une jolie maison style américain climatisée meublée avec tout confort au centre de hammamet. dans un cartier calme prés de toute les commodités .vous profiterez d'un luxueux et d'un spacieux endroit ou vous passer d'agréable vacances,composé d' un grand salon spacieux et lumineux, une salle à manger, 4 chambres , grande cuisine bien équipée, salle de bain, salle d’eau avec douche.toutes les pièces sont presque climatisées,  une très belle terrasse qui donne sur le jardin, avec connexion wifi   les prix   1750dt la semaine juillet   1900dt la semaine août",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820482
1176,2018-07-16T13:11:15,Tunisie-annonce TN,2808701,L,Une grande  villa,"Tunisie,Manouba,Mornaguia,El Fejja",,m²,,,600.0,"une villa avec un grand garage , un terrasse et un jardin",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808701
1179,2018-07-16T13:11:07,Tunisie-annonce TN,2816327,L,Un grand garage,"Tunisie,Manouba,Mornaguia,El Fejja",,m²,,,350.0,deux grand garage à louer dans un lieu très excellent,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2816327
1185,2018-07-16T13:10:51,Tunisie-annonce TN,2827362,L,Rez de chaussé à jardin d'el manzeh 2,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah",150,m²,,,800.0,"l'agence immo service met à votre disposition un rez de chaussé à jardin d'el manzeh 2 à 700m du monoprix dans un emplacement calme et sécurisé    entré indépendante avec jardin , abri de voiture    salon , balcon    3 chambre à coucher    cuisine    salle de bain    le rez de chaussé se trouve dans emplacement calme    pour plus d'information contacter immo service :    28 38 12 12",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827362
1188,2018-07-16T13:10:47,Tunisie-annonce TN,2824319,L,Étage de villa coté l' hotel penthouse,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",110,m²,,,850.0,l'agence immo service met à votre disposition un étage de villa s+2 avec une entrée indépendante et abri de voiture situé à ennasr 2 coté l'école   rené descartes et penthouse     l'étage se compose d'un salon    deux chambres à coucher    placards    cuisine équipée et agencée    salle de bain    prix : 850dt    pour plus d'informations contactez immo service sur :    28 38 12 12,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2824319
1200,2018-07-16T13:10:18,Tunisie-annonce TN,2815249,L,Villas et maisons deluxe,"Tunisie,Nabeul,Hammamet,Hammamet",99,m²,,,99.0,"location des maisons et des villas meublées avec piscine et tous les moyens du comfort (climatisation, systeme alarme, garage pour la voiture) dans les différents emplacements à hammamet.   pour plus d'informations appelée : 22 654 554",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815249
1201,2018-07-16T13:10:15,Tunisie-annonce TN,2815246,L,Appartement luxe,"Tunisie,Nabeul,Hammamet,Hammamet",99,m²,,,99.0,lcation des maisons meublées dans tous les emplacements à hammamet pendant la vacance d'été avec des prix acceptables.  pour plus d'informations appelée 22 654 554.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815246
1211,2018-07-16T13:09:51,Tunisie-annonce TN,2803116,L,Al villa autres que habitations ecole garderie etc,"Tunisie,Ben arous,Ezzahra,Ezzahra",205,m²,,,2500.0,al villa 05 pieces 2 salles d'eau dressing utile pour ecole garderie ou autres... nn pour habitations tel 24929243,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2803116
1215,2018-07-16T13:09:39,Tunisie-annonce TN,2810086,L,Le meilleur triplex de marina monastir,"Tunisie,Monastir,Monastir,Monastir",150,m²,,,250.0,"le meilleur triplex de luxe, pieds dans l'eau, de 4 demi-niveaux:     - très bien meublé, tout confort   - peut héberger 6 personnes ou plus (10)  - la meilleure maison de marina   - excellent emplacement   - chauffage central gaz de ville   - climatiseurs   - bien orienté, 3 côtés   - niveau 1: cuisine équipée, entrée, hall, placards   - niveau 2: grand salon, terrasse 40m2, climatiseur   - vue directe sur mer, ile et port   - niveau 3: grande chambre avec sbi, vue grand jardin   - niveau 4 séparé: grande chambre, sbi, balcon vue mer, iles, port   - superficie: 150m2   - port de plaisance de 1ère catégorie   - genre suite hotel de luxe   - tél/adsl   - tv normale ou lcd hd   - 2 paraboles: commun avec hotel + mobile privatif   - cuisine aménagée   - plage privée   - accès aux iles   - possibilité place bateau dans port   - 3 parkings gardés 24/24   - sécurité garantie   - jardins bien entretenus   - syndic professionnel   - entretien quotidien   - assuré à l'année     - 80 euros ou 200 dt/nuité  - 500 euros ou 1400 dt/ semaine  - 2000 euros ou 6000 dt/mois (de juin à septembre)  - 500 euros ou 1500 dt/mois (location 12 mois confirmée)    appeler le 93200300  ou envoyer sms.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2810086
1220,2018-07-16T13:09:28,Tunisie-annonce TN,2831692,L,Hammamet villa de vacances avec piscine,"Tunisie,Nabeul,Hammamet,Hammamet",250,m²,,,3800.0,"hammamet nord , a louer villa de vacances haut gamme avec piscine dans une résidence gardé et très calme a trois cent mètre de la mer , villa a composé de , trois chambre a couché avec suite parentale ,salon arabe avec une salle de bain , grande salon et salon a mangé il donne sur la piscine, une salle d'eau , cuisine moderne et bien équipé , avec une climatisé dans chaque chambre , jardin , garage électrique , pour plus dinfo , contacté nous , tel ,58 884 485",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831692
1235,2018-07-16T13:08:57,Tunisie-annonce TN,2831534,L,Maison meublée climatisée à 20 m de la plage,"Tunisie,Sousse,Akouda,Chatt Meriem",200,m²,,,120.0,"une maison indépendante climatisée pour la location .elle est située à chott meriem très proche de la zone touristique .elle contient deux chambres à coucher,un salon ;une salle de bain,une cuisine équipée,un terrasse, un garage pour la voiture.elle est très proche de toute commodité.elle située à 30 mètre d'une plage sableuse familiale.  prix de location:   120 dinars  la nuitee/ mois de juillet.  140 dinars la nuitee/mois d'août.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831534
1240,2018-07-16T13:08:44,Tunisie-annonce TN,2805216,L,Local commercial à hammamet,"Tunisie,Nabeul,Hammamet,Hammamet",500,m²,,,3500.0,a louer un local de superficie 500 m2 aménagée avec 4 bureaux et wc situé à hammamet route birbouregba    prix: 3500 dt par mois    pour tous les renseignements contacter 52 065 446,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2805216
1245,2018-07-16T13:08:37,Tunisie-annonce TN,2675564,L,Studio hay el ons,"Tunisie,Sfax,Sakiet Ezzit,Sakiet Ezzit",40,m²,,,180.0,"a louer  studio deux chambre avec placard kitchenette avec placard , salle d'eau et une véranda . compteur steg et soned indépendant.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2675564
1250,2018-07-16T13:08:26,Tunisie-annonce TN,2762239,L,Un rdc 3p à megrine sid rzig,"Tunisie,Ben arous,Megrine,Sidi Rezig",150,m²,,,900.0,"a louer un rdc de villa s+2, composés d’un spacieux salon, cuisine équipée et de deux chambre à coucher avec placard, salle de bain et salle d’eau.    chauffage central, place parking sont aussi disponible.    merci de me contacter pour convenir un rendez-vous pour toute visite sur le lieu.    n.b. : les visites sont gratuites.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2762239
1256,2018-07-16T13:08:17,Tunisie-annonce TN,2702373,L,Open space,"Tunisie,Ben arous,Megrine,Megrine",155,m²,,,3000.0,"a louer open space ,  situé  sur une route principale, emplacement stratégiques, au 3ém étage en cours de finition vide,  le local à usage bureautique ou service centre d’appel.    merci de me contacter pour convenir un rendez-vous pour toute visite sur le lieu.  n.b. : les visites sont gratuites.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2702373
1261,2018-07-16T13:08:11,Tunisie-annonce TN,2699599,L,Un dépôt à bir el kassaa en charpente 1500m2,"Tunisie,Ben arous,Ben Arous,Ben Arous Sud",1500,m²,,,5000.0,"un dépôt à bir el kassaa en charpente, situé dans une zone industrielle très fréquentée, avec un accès facile, d’une superficie égale à 1500 m2, destiné pour stockage ou des activités industriels légères.    pour plus de détails veuillez contacter notre négociateur en immobilier.   n.b. : les visites sont gratuite et sur rendez-vous merci",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2699599
1279,2018-07-16T13:07:44,Tunisie-annonce TN,1412133,L,Dépôt et parking,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel",100,m²,,,500.0,garage pour dépôt 100 m parking 500 m2  tout en sécurité,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=1412133
1296,2018-07-16T13:07:08,Tunisie-annonce TN,2569777,L,Villa rdc  a cote ecole p m frc,"Tunisie,Tunis,El Menzah,Mutuelle Ville",210,m²,,,1750.0,"villa a 100 metre du lycee p.m.france , pour usage  residn / burtq ,  rdc de  villa, s+3 / s+4 ,  jardin 450 m2    grand jardin, garage, 3 chambres a coucher  , grand salon , -cuisine - salle de bain - 2 terrasses -  climatise , chauf-central, dans villa securise a mutuelleville , derriere ecole p. mendes france , au mois ou a l annee , tel ,  216 22 868 234    si le payment est annuel, un credit de 1500 dn est accorde",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2569777
1307,2018-07-16T13:06:49,Tunisie-annonce TN,2701687,L,Un open space  800 m2 à megrine,"Tunisie,Ben arous,Megrine,Megrine",800,m²,,,4750.0,"al un open space à megrine saint gobain première étage situé dans une zone industrielle facilement accessible et très fréquentés. le dépôt pour usage stockage ou industriel, d’une superficie égal à 800 m2 avec avec administration et bloc sanitaire.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2701687
1310,2018-07-16T13:06:45,Tunisie-annonce TN,2831694,L,Rez de chaussé villa de vacances avec jardin,"Tunisie,Nabeul,Hammamet,Hammamet",250,m²,,,1500.0,"hammamet nord , a louer rez de chaussé villa de vacances avec jardin a cinq minute de la plage , maison a composé de , trois chambre a couché , une salon , avec une cuisine équipé , salle de bain , cuisine extérieur , climatisé ,avec un jardin , tel 97 484 485",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831694
1314,2018-07-16T13:06:35,Tunisie-annonce TN,2828571,L,Villa avec grand jardin,"Tunisie,Tunis,La Marsa,Marsa Safsaf",270,m²,,,4550.0,"salon, salle a manger, séjour, une suite parentale, avec salle de bain et dressing, deux autre chambre avec salle de bain et placard, une salle de jeu pour les enfant au rez de jardin, acce pour une voiture, jardin,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2828571
1322,2018-07-16T13:06:19,Tunisie-annonce TN,2765454,L,Grande villa 500m2 sur gp1,"Tunisie,Gafsa,El Ksar,Gafsa Aeroport",500,m²,,,420.0,a louer villa titré luxueuse située dans une zone stratégique sur route principale de tunis  composé de : 3 chambre + salle 7/5 + couisine 6/4 + salle de bain + holle + viranda + chambre exterieur (bit l5zin) + jardin de 4 cotés + (une fontaine) nafourra  villa trés aeré  adresse: (ras elkef) gafsa aeroport sur route de tunis gp1 prés garde national & marché centrale  190 m² couvert 500 m² espace totale,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2765454
1335,2018-07-16T13:05:54,Tunisie-annonce TN,2811923,L,Promo superbe grande maison climatisée plage l,"Tunisie,Nabeul,Kelibia,Kelibia",200,m²,,,99.0,"prix selon la période et la durée  très bon rapport qualité/prix/emplacement ... et réduction jusqu’au 22 juillet…    au coin le plus animé de kelibia (sur la zone touristique, corniche et plage marsa):   - à 0min de l'ambiance de chaque soirée d'été,   - à 1 min à pied du manège,   - 1 min à pied des salons de thé et resto (thalassa, le rivage, gara, aquarium)   - à 4 min à pied de la plage el marsa et la nouvelle corniche de kélibia   - à 5 min par voiture de plage mansoura     superbe vaste maison 200m² meublé, très propre, au 1er étage dans une zone   calme, sécurisée (caméras de surveillance) et animée emplacement stratégique, situé à cité manège   kélibia comprenant :   - 2 climatiseurs   - une cuisine,   - 2 salle de bain, l'une avec douche   - 2 salle d'eau wc   - 3 x chambres à coucher avec lits : 2 lit double place + 4 lits une place   - 1 grand garde robe intégré,   - vaste salon +tv satellite ,   - une grande terrasse.   contacter propriétaire pour plus de photos (même numéro pour viber, whatsapp et imo) 00216 56 10 32 55",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2811923
1337,2018-07-16T13:05:50,Tunisie-annonce TN,2798435,L,Villa ariana supérieure,"Tunisie,Ariana,Ariana Ville,Ariana",500,m²,,,850.0,(850d) villa sur un seul niveau et composée essentiellement de:  04 chambres à coucher  01 salon-salle à manger  01 cuisine  01 salle de bain   placards   buanderie  garage pour 04 voitures  grand jardin.  71829455 - 29600916,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2798435
1346,2018-07-16T13:05:28,Tunisie-annonce TN,2821977,L,Apprt el mourouj,"Tunisie,Manouba,Mannouba,La Mannouba",90,m²,,,500.0,"votre agence immobilière dream house manouba vous prpose un appartement à el mourouj 1, 2 éme étage, composé de:     salon + 3 chambre à couchers + sdb + cuisine     loyer : 500 dt / mois     n'hésitez pas de nous contactez:   20 dt frais de visite et 5% commission du logement annuelle  tel :52344101 / 93021179 / 70605867  adresse : avenue l'uma manouba centre",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2821977
1358,2018-07-16T13:04:53,Tunisie-annonce TN,2825738,L,Etage de villa mourouj1,"Tunisie,Ben arous,El Mourouj,El Mourouj",140,m²,,,600.0,a louer a elmourouj1 dans un cartier tres calme etage de villa spacieux de trois chambres salon salle a manger salle de bain et cuisine.pour plus d.information ou visite veuiller nous appeler au 52138867 ou 9889503 agence essour,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825738
1365,2018-07-16T13:04:34,Tunisie-annonce TN,2778939,L,Studio meublé bardo center,"Tunisie,Tunis,Le Bardo,Le Bardo",111,m²,,,500.0,"studio meublé, entrée indépendante, quartier résidentiel, proximité de toutes commodités, (métro,marché, monoprix, telecom, resto, ..)  une pièce au rez-de-chaussé kitchenette, salle d'eau douche, réfrigérateur,cuisinière avec four, chauffe-eau, gaz de ville, 02 postes tv avec récepteurs parabole , a l'étage une autre pièce a coucher.  disponibilité immédiate.   pas de colocation.  pas sérieux et samsara s'abstenir",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2778939
1368,2018-07-16T13:04:30,Tunisie-annonce TN,2811827,L,Promo s plus 1 climatisé vue mer l,"Tunisie,Nabeul,Kelibia,Kelibia",60,m²,,,99.0,"prix selon la période et la durée  très bon rapport qualité/prix/emplacement ...    au coin le plus animé de kelibia:   vue sur fort, manège et mer (el marsa)   - à 0min de l'ambiance de chaque soirée d'été,   - à 1 min à pied du manège,   - 1 min à pied des salons de thé (thalassa, gara,aquarium), des resto,   - à 4 min à pied de la plage el marsa et le nouveau corniche de kélibia   - à 5 min par voiture de plage mansoura     très beau s+1 climatisé, meublé, très propre, au 2ème étage dans une zone calme, sécurisée (caméras de surveillance) et animée emplacement stratégique, situé à cité manège kélibia comprenant:   - climatiseur   - une cuisine,   -salle d'eau et douche,   -chambre à coucher,   - salon+tv satellite,+ garde robe intégré   - un grand terrasse de 120m²     contacter propriétaire (même numéro pour viber, whatsapp et imo) 00216 56 10 32 55",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2811827
1400,2018-07-16T13:03:23,Tunisie-annonce TN,2786634,L,Un etage a usage bureautique ref lc049,"Tunisie,Tunis,La Marsa,Berge Du Lac",,m²,,,220.0,"la coisette agence immobilière à la marsa vous propose ref lc049 à louer un étage à usage bureautique au deuxième étage de 350m² à usage bureautique sis au lac 2.  il est composé de trois grand bureaux, une kitchenette, un petit bureau et de deux salles d'eau.  les bureaux bénéficie du chauffage central et de la climatisation en split.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786634
1402,2018-07-16T13:03:19,Tunisie-annonce TN,2786331,L,Immeuble bureautique et commercial ref lc048,"Tunisie,Tunis,La Marsa,Berge Du Lac",,m²,,,250.0,"la croisette agence immobilière à la marsa vous propose ref lc048 immeuble d’affaire partager entre bureautique et commercial sis au lac2.  le centre est composé d’un terrain de 2800m², d’une surface couverte de 8900m², d’un sous-sol parking de 2600m², d’un parking extérieur, d’un rez-de-chaussée de 1200m² de commerces, de six étages de 1200m² chacun et de 10 appartements par étage, de différentes surfaces et dispositions.    disponible vente de 4500dt hors taxe le mètre carré.  disponible location 250dt hors taxe le mètre carré",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786331
1413,2018-07-16T13:02:59,Tunisie-annonce TN,2831724,L,Villa pied ds l eau meublé,"Tunisie,Ariana,Raoued,Cite Des Juges",400,m²,,,800.0,a louer pour vacance villa pied ds l eau meublé meuble chic et moderne formé de trois etages deux salles de bain climatisé parking grand jardin,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831724
1420,2018-07-16T13:02:40,Tunisie-annonce TN,2326424,L,Un duplex à gammarth ref al1423,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,2500.0,"la croisette - agence immobilière à la marsa vous propose:   ref: al1423  a louer un joli duplex à gammarth composé comme suit :  -au rez de chaussée : une cuisine équipée , une salle de bain et un petit jardin .  -a l’étage : un salon , une salle de bain , une salle d’eau et une chambre à coucher avec dressing et balcon .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2326424
1424,2018-07-16T13:02:32,Tunisie-annonce TN,2826229,L,Rez de chaussée de villa mourouj6,"Tunisie,Ben arous,El Mourouj,El Mourouj",150,m²,,,650.0,à louer une belle villa au rez de chaussée  de s+3  cuisine vaste et équipée salle de bain salle d'eau veranda entrée indépendante compteurs eau gaz et electricité indépendants à 300 m du mg nouveau pour plus d'infos contactez 55702712 ou20009291,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826229
1430,2018-07-16T13:02:20,Tunisie-annonce TN,2826651,L,Joli duplex meublé à golden tulip,"Tunisie,Tunis,La Marsa,Gammart",150,m²,,,2800.0,"on met à votre disposition un joli duplex meublé à golden tulip pour la location;  composé d’un salon, salle à manger, une salle d’eau, une suite parentale et une cuisine équipée,  a l’étage on retrouve trois chambres à coucher et une salle de bain,  le duplex dispose d’un joli jardin, il est chauffé et climatisé.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826651
1445,2018-07-16T13:01:41,Tunisie-annonce TN,2784639,L,Une villa jumelee  a gammarth ref vl890,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,5000.0,"la croisette agence immobilière à la marsa vous propose ref vl890 a louer une villa jumelée s+4 avec piscine et jardin sise à gammarth.  au rez-de-chaussée, il y a un salon, une salle à manger qui donnent sur le jardin et la piscine, une cuisine équipé avec terrasse, et une salle d’eau.  au premier étage, on trouve une suite parentale avec balcon, deux chambres à coucher avec salle de bain commune et d’un espace vie.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2784639
1458,2018-07-16T13:01:11,Tunisie-annonce TN,2813327,L,Une belle villa au lac2 vlz877,"Tunisie,Tunis,La Marsa,Berge Du Lac",900,m²,,,7500.0,"la croisette immobilière vous propose   ref:vlz877  a louer une villa moderne bâtie sur un terrain de 763m² (vide ou meublé ), érigée sur trois niveaux, située dans un quartier résidentiel au lac 2. la villa se compose comme suit: au rez-de-chaussée: un salon spacieux, une salle à manger, une cuisine américaine agencée entièrement équipée donnant sur le jardin, une salle d’eau invités, et une suite parentale avec dressing et salle de bain. a l’étage, une deuxième suite avec dressing et salle d’eau avec douche (jacuzzi), deux chambres à coucher dont une ouvrant sur une grande terrasse, et une salle d’eau avec douche (jacuzzi). le sous-sol est aménagé et comprend un garage qui peut abriter jusqu’à 4 voitures, deux grands débarras, une deuxième cuisine aménagée, entièrement équipée, deux chambres de service partageant une salle d’eau avec douche. l’extérieur est entouré d’un joli jardin et complété par un loge gardien.  possibilité vide : 6500dt",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2813327
1459,2018-07-16T13:01:08,Tunisie-annonce TN,2823667,L,Maison pres de geant,"Tunisie,Ariana,Mnihla,Cite Ali Bourguiba",120,m²,,,300.0,"située à la route de bizerte (5min près de oilibya et 10min à géant par voiture), prés d'une école primaire, autre privée et un collège, à louer une maison d'espace couverte de 120m² composé par 2 chambres et une salle spacieuse.    une cuisine comporte un chauffe-eau (et possibilité d'installation du gaz de ville à la demande) et un grand étagère et une salle de bain .    deux halls non couvertes à l'entrée et derrière la maison.    toutes les fenêtres sont équipées par du fer forgé ainsi que la porte d'entrée.    (les photos ont été prises lors de la phase de peinture)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2823667
