,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2874,2018-07-16T11:51:32,Tunisie-annonce TN,2832045,Appartement,Appt luxueux,"Tunisie,Tunis,La Marsa,Berge Du Lac",180,m²,3.0,,2200.0,"a louer un appartement au coeur de lac deux prés de l'ambassade de canada dans une résidence très chic , calme et surtout bien sécurisé , situé au 5éme étage et composé d'un salon avec  un grand terrasse  , vue agreable et degagé , trois chambres à coucher , salles de bain , salle d'eau , une cusiine totalment équipée avec chambre de bonne",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832045
2875,2018-07-16T11:51:24,Tunisie-annonce TN,2796685,Maison,Très belle villa,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",1000,m²,,,6000.0,une villa avec piscine de très haut standing à louer  aux jardin de carthage.  pour plus d'information  veuillez me contacter sur 50522755 ou 58162776.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2796685
2876,2018-07-16T11:51:21,Tunisie-annonce TN,2797235,Maison,Usage bureautique ou habitation,"Tunisie,Ben arous,Ezzahra,Ezzahra",500,m²,,,1200.0,agence immo met en location pour usage bureautique ou habitation une villa indépendante style américain se compose de 1 salon +salle à manger+ 4 chambres à coucher+2 sdb+cuisine  existe aussi une chambre a la terrasse  terasse  chauffage centrale   garage   jardin   la villa située à 100 m de la mer   prix négociable  pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2797235
2877,2018-07-16T11:51:12,Tunisie-annonce TN,2812669,Appartement,Appar à mourouj6,"Tunisie,Ben arous,El Mourouj,El Mourouj",,m²,4.0,,660.0,on met pour location un appartement située à mourouj 6 au 2 émé étage dun immeuble bien sécurisé et gardée jour et nuit plus de caméra de surveillance  l'appar se compose de 1 salon + 3chambres à coucher +cuisine éuipée avec haute plaque et four +salle de bain  gaz de ville   chauffage central  parking avec commande   pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2812669
2878,2018-07-16T11:51:06,Tunisie-annonce TN,2815195,Appartement,L apt mblé prè lac,"Tunisie,Ariana,La Soukra,La Soukra",110,m²,2.0,,1200.0,"a louer un appt très propre et soigneusement meublé au jardin de laouina près du lac 2 et la grande surface carrefour dans la meilleure residence du cartier ,gardée jour et nuit 24/24 bien sécurisée avec des caméras de surveillance installés   cette residence bien placée se situe sur la route principale avec un accès facile vers plusieurs destinations (sokra -ariana ville_ lac 1et2_ la marsa   aéroport tunis carthage _route de bizarre)  près de toutes les commodités cafés luxes , restaurants magasins , monoprix , carrefour express, banques   cet appt jamais loué se compose d'une salon et deux chambres de nuit finement meublées avec un choffage centrale et trois climatiseurs installés gsm du propriétaire  00216 94569200",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815195
2879,2018-07-16T11:51:05,Tunisie-annonce TN,2600668,Appartement,Un appartement à ain zaghouan,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",1,m²,3.0,,950.0,"la croisette agence immobilière vous propose   ref: al2286    a louer un appartement s+2 à ain zaghouan dans une résidence gardée composé d'un spacieux salon, 2 chambres à coucher avec des grands placards, une salle de bain, cuisine équipée et séchoir.  l'appartement est chauffé et climatisé  il dispose d'un place parking au sous sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2600668
2880,2018-07-16T11:50:58,Tunisie-annonce TN,2118640,Maison,Usage industriel ou commercal,"Tunisie,Tunis,Le Bardo,Ksar Said",900,m²,,,4000.0,particulier loue rdchaussée 550m2 plus 350m2 mezzanine et 350m2 en charpente metallique prix :4000dt par mois  port: 29 305 237,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2118640
2881,2018-07-16T11:50:54,Tunisie-annonce TN,2815974,Appartement,Un appartement meuble ref alzz3346,"Tunisie,Tunis,La Marsa,Berge Du Lac",170,m²,3.0,,2700.0,"la croisette immobiliére vous propose :   ref: alz3346   a louer au lac 1 dans une résidence calme au 3ème étage un s+3 meublé composé d’un salon salle à manger donnant sur un balcon, une cuisine équipée avec séchoir et une sde invité, à l’espace nuit on trouve 3 chambres à coucher et une sdb commune, l’appartement dispose d’une place de parking sous sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815974
2882,2018-07-16T11:50:40,Tunisie-annonce TN,2824075,Appartement,Appartement 3 pièces,"Tunisie,Ariana,Ariana Ville,El Menzah 5",,m²,3.0,,800.0,zservices met a votre disposition un appartement au 1er étage situé dans un cartier calme a menzah 5 composé de:    salon    2 chambres a coucher    salle d'eau    salle de bain    cuisine    séchoir    loyer:800dt/mois     syndic:25dt/mois    frais de visite:20dt,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2824075
2883,2018-07-16T11:50:37,Tunisie-annonce TN,2827939,Maison,Villa haut standing,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria",,m²,,,750.0,a louer maison haut standing derrière technopole borj cedria 780 dt/ mois composé de :   salon   suite parentale   3 chambres avec dressing   cuisine bien agencé   salle de bain   porte garage electrique   climatiseur   chauffage centrale   jardin   camera de surveillance   contactez prestige immobilier,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827939
2884,2018-07-16T11:50:31,Tunisie-annonce TN,2753513,Maison,Un appartement à la marsa refvlz849,"Tunisie,Tunis,La Marsa,Cite Des Juges 2",,m²,,,1800.0,"la croisette immobilière vous propose  ref:vlz849  a louer à la marsa dans un quartier chic , une villa r+2 composé au rez de jardin d’un salon , une cuisine agencée, une salle d'eau avec cabine de douche, au rez de chaussé un deuxième salon plus spacieux muni d'une agréable terrasse .  a l'étage on trouve trois grandes chambres dont une avec placard, une salle de bain commune.  au 2 ème étage on trouve une grande suite avec dressing et une salle de bain.  *la villa est muni d'un grand jardin et un garage.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2753513
2885,2018-07-16T11:50:27,Tunisie-annonce TN,2827296,Appartement,Maison s plus 1,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra",,m²,2.0,,500.0,"salon, chambre à coucher,  salle d'eau, cuisine  pour autre information, veuillez nous contacter directement 56166059  frais de visite 20 dt",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827296
2886,2018-07-16T11:50:25,Tunisie-annonce TN,2832051,Appartement,Appartement bel air,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel",100,m²,2.0,,625.0,"boumhel bel air , un appartement s+2 très propre qui donne sur l'avenue principale ,il est composé de deux chambres à coucher , une salle de bain , une cuisine avec éléments , un grand salon avec balcon , séchoir et chauffage central fonctionnel",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832051
2887,2018-07-16T11:50:19,Tunisie-annonce TN,2816811,Appartement,Appt tres propre a sidi bechir,"Tunisie,Tunis,Sidi El Bechir,Sidi El Bechir",110,m²,4.0,,450.0,l'agence anas immobilier vous propose a louer a sidi bechir un appartement tres propre au premiere etage compose de salon 3 chambres cuisine et salle de bain prix 450d tel 52577598,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2816811
2888,2018-07-16T11:50:09,Tunisie-annonce TN,2753815,Appartement,Un étage de villa a ain zaghouan nord ref alz3019,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",140,m²,4.0,,1400.0,"la croisette immobilière vous propose:    à louer à ain zaghouane nord  dans un quartier calme et chic, un étage de villa de 140m², composé d'un spacieux salon salle à manger avec balcon, une cuisine équipée avec séchoir, un espace nuit composé de 3 chambre dont une avec placard et balcon, un espace dressing avec salle d'eau, une salle de bain commune.  l'étage dispose d'une entrée indépendante et d'une place de parking au sous sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2753815
2889,2018-07-16T11:49:56,Tunisie-annonce TN,2832049,Appartement,Tres bien meublé,"Tunisie,Tunis,Carthage,Sidi Bousaid",130,m²,4.0,,2600.0,"a louer un etage de villa meublé au coeur de sidi bousaid composé d un salon , trois chambres à coucher  bien meubléavec salle de bian et une cuisine totalement equipée",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832049
2890,2018-07-16T11:49:48,Tunisie-annonce TN,2826282,Appartement,S2 a laouina,"Tunisie,Tunis,La Marsa,El Aouina",130,m²,2.0,,850.0,"fb.5373  a louer un appt s+2  dans un cartier très calme a  laouina. elle est composée d’un salon lumineux avec une grande terrasse, une cuisine équipée avec des éléments de rangements et un séchoir. deux chambres à cocher avec dressing et une salle de bain.   l’appartement est équipé d’un chauffage central et climatiseurs.  contacter notre conseiller en immobilier sourour : 50036568  agence immobilière ari.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826282
2891,2018-07-16T11:49:41,Tunisie-annonce TN,2825510,Appartement,S2 meublee a laouina,"Tunisie,Tunis,La Marsa,El Aouina",130,m²,2.0,,950.0,"fb.5372  a louer un appt s+2 meublé dans un cartier très calme a  laouina. elle est composée d’un salon lumineux avec une grande terrasse, une cuisine équipée avec des éléments de rangements (plaque. hôte. four) avec un séchoir. deux chambres à cocher et une salle de bain.   l’appartement est équipé d’un chauffage central et climatiseurs. avec place de parking.  contacter notre conseiller en immobilier sourour : 50036568.   agence immobilière ari.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825510
2892,2018-07-16T11:49:36,Tunisie-annonce TN,2824996,Appartement,S1 meuble a jardins de carthage,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",75,m²,1.0,,950.0,"fb.5358  a louer un appt s+1 meublée dans un cartier très calme entre jardins de carthage et ain zaghouan nord. elle est composée d’un salon lumineux et salle à manger, une cuisine équipée avec des éléments de rangements (plaque. hôte. four). une chambre à cocher et une salle de bain.   contacter notre conseiller en immobilier sourour : 50036568  agence immobilière ari.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2824996
2893,2018-07-16T11:49:33,Tunisie-annonce TN,2832057,Appartement,S2 au jardins d'el menzah,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah",110,m²,3.0,,650.0,"un s2 parfaitement refait, composé d'un salon avec balcon, une cuisine, une salle de bain et deux chambres avec dressings.  idéal pour un jeune couple",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832057
2894,2018-07-16T11:49:31,Tunisie-annonce TN,2771316,Appartement,Etage de villa ain zagouan,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",200,m²,4.0,,1200.0,"notre agence jawhara met à la disposition de ses chères clientèles la location d' une villa sur un grand terrain 200 m2 située dans un milieu très calme avec une vue agréable prés du bureau de service ,  elle se compose d'un grand salon, une salle à manger, séjour, cuisine avec sechoire  et une salle d'eau et sdb avec baignoire .  chauffage central dans toute la maison.  placard   parking pour trois voitures et un très joli jardin bien entretenu  pour plus de renseignements veuillez contacter le 29617627",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2771316
2895,2018-07-16T11:49:11,Tunisie-annonce TN,2832056,Appartement,Appartement a l aouina,"Tunisie,Tunis,La Marsa,El Aouina",120,m²,3.0,,950.0,"a louer un appartement haut standing composé d un salon  avec deux chambre a coucher bien orientée avec une cuisine bien aménagée , salle de bain et une place de parking",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832056
2896,2018-07-16T11:49:09,Tunisie-annonce TN,2820239,Appartement,Appart s1 réf ble120,"Tunisie,Nabeul,Hammamet,Cite Afh",69,m²,2.0,,130.0,"réf ble120    notre agence met a votre disposition un appartement s+1 à louer   pour la saison estivale situé au rez de chausser d'une résidence  calme et avec piscine à afh mrezga.    ll est composé dans sa partie jour, d'un lumineux salon et d'une cuisine bien équipée.  la partie nuit se compose d'une grande chambre à coucher et une salle d'eau.    » équipements  climatisation  dressing    prix : 130dt la nuit  le prix est négociable selon la durée du séjour    pour plus d'informations veuillez contacter notre agence  contact : 21174968 - 72287177",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820239
2897,2018-07-16T11:49:00,Tunisie-annonce TN,2802235,Appartement,Appartement neuf,"Tunisie,Sfax,Sfax Ville,Sfax",10546,m²,2.0,,580.0,residence choura+ route manzel chaker km1    s+2 avec    chauffage centrale installer   staf dans toute l'appartement   vidéo-phone couleur   porte d'entrer blinder   dressing et porte intérieur en bois freine   cuisine agencé en bois freine avec plaque et hotte installer  marbre blanc au salon et couloir   eclairage led   installation machine a vaisselle et machine a laver   volet roulant electrique,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2802235
2898,2018-07-16T11:48:52,Tunisie-annonce TN,2830988,Appartement,Rez de chaussée de villa s2 à carthage amilcar,"Tunisie,Tunis,Carthage,Amilcar",120,m²,2.0,,1500.0,"#immoland    emplacement : carthage amilcar    superficie : 120 m²    superficie du jardin : 90 m²    etage : rez de chaussée    etat : jamais habité.    typologie : s+2    composition :    salon .    cuisine équipée de hotte, plaque et four.    deux chambres à coucher dont une avec dressing.    salle de douche.    dressing au couloir.    climatisation : split-système.    chauffage central.    jardin.    entrée indépendante.    prix : 1 500 dinars / mois    les visites sont gratuites.    #réf : ma 142/18.    pour plus d'informations, veuillez contacter le 28 148 988.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830988
2899,2018-07-16T11:48:51,Tunisie-annonce TN,2832053,Maison,Luxueux ré de chaussé d'une villa,"Tunisie,Ben arous,El Mourouj,El Mourouj",150,m²,,,500.0,"a louer un luxueux et propre ré de chaussé d'une villa, composé de trois chambres l'une  avec un placard + grande salon + cuisine bien équipée + sb + véranda et un grand séchoir, situé dans un bon et calme endroit. prés de toute les commodités, transport, métro,  la location est disponible à partir du 1er août. a contacter svp, le 99 555 749.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832053
2900,2018-07-16T11:48:35,Tunisie-annonce TN,2741299,Appartement,Un appartement aux jardins de carhage,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",1,m²,2.0,,1100.0,"la croisette immobilière vous propose  ref:alz2974  a louer aux jardins de carthage un appartement s+1 au 2ème étage composé d’un agréable salon donnant sur la cuisine , une chambre avec dressing et salle de bain avec cabine de douche.  *l’appartement est muni d’une grande terrasse",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2741299
2901,2018-07-16T11:48:15,Tunisie-annonce TN,2827306,Appartement,Etage de villa 3 pièces,"Tunisie,Ariana,La Soukra,Borj Louzir",,m²,3.0,,650.0,zservices met a votre disposition un etage de villa a borj louzir  près de toutes commodités situé dans un cartier très calme composé de:    2 chambres a coucher    un salon    cuisine équipée    salle de bain    loyer:650dt/mois    frais de visite:20 dt,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827306
2902,2018-07-16T11:48:11,Tunisie-annonce TN,2815849,Appartement,Un appartement  meublé ref alz3345,"Tunisie,Tunis,La Marsa,Berge Du Lac",90,m²,1.0,,1200.0,"la croisette immobilière vous propose :   ref: alz3345   *a louer au lac 1 dans une petite résidence calme ,un appartement s+1 meublé au 3 ème étage, composé comme suit :   *un salon salle à manger avec balcon, une kitchenette et une suite avec une salle de bain.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815849
2904,2018-07-16T11:48:03,Tayara TN,d362a6ac-3e62-42da-b396-5e99dfdb4d5c,Appartement,Une Place Disponible Dans Une Chambre A 2 A Bardo Centre,"Tunis, Le Bardo",Appartements,m²,2.0,,150.0,Nous somme a la recherche d'une fille pour partager une chambre a2 dans un appartement s+2 a bardo centre en face de Adel+ la part est 150d avc 150d caut,https://www.tayara.tn/listings/appartements-2/d362a6ac-3e62-42da-b396-5e99dfdb4d5c/une-place-disponible-dans-une-chambre-a-2-a-bardo-centre
2905,2018-07-16T11:48:01,Tunisie-annonce TN,2832060,Appartement,Prés de l'ambassade de canada,"Tunisie,Tunis,La Marsa,Berge Du Lac",180,m²,5.0,,3400.0,"a louer un apartement s plus 4 tres bien meublé et tres hayt standing situé dans une residence tres sécurisé , bon voisinage ,composé dans salon tres bien meublé  avec balcon , 4 chambres à coucher avec placard dont un suite parentale ( meublé) , salle de bain , salle d'eau , cuisine tres bien meublé avec séchoir   nb: possibilité de location , courte ou longue durée",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832060
2907,2018-07-16T11:47:47,Tayara TN,d3540d0f-af2f-43e1-9726-a5ed122d923b,Appartement,Mont Plaisir S+1,"Tunis, Tunis",Appartements,m²,2.0,,500.0,app au 1ere étage mont plaisir rue de jappon contactez notre agence 53521090/53434325,https://www.tayara.tn/listings/appartements-2/d3540d0f-af2f-43e1-9726-a5ed122d923b/mont-plaisir-s+1
2908,2018-07-16T11:47:41,Tayara TN,d33915cc-a768-4868-b818-d19969a6e740,Appartement,Appt Meuble Cite Khadhra Tel 52577598,"Tunis, Cité El Khadra",Appartements,m²,2.0,,1000.0,l'agence anas immobilier vous propose a louer a cite khadhra pres bourguiba school au premiere etage un appartement meuble compose de salon salle a manger chambre a coucher cuisine et salle d'eau equipee de chauffage 2 climatiseurs toutes charges gratuits electricite gaz et eau prix 1000d tel 52577598,https://www.tayara.tn/listings/appartements-2/d33915cc-a768-4868-b818-d19969a6e740/appt-meuble-cite-khadhra-tel-52577598
2909,2018-07-16T11:47:34,Tayara TN,d32ff9b1-6d08-4287-83fe-876433ff1bca,Appartement,Appartement S+1 Aux Centre Urbain Nord,"Tunis, Centre Urbain Nord",Appartements,m²,1.0,,750.0,"A louer un appartement avec raffinement est situé d'une résidence sécurisée. L'entrée donne sur un salon ouvre sur une cuisine américaine complète cet espace de vie. Elle est équipée d'une plaque de cuisson, d'une hotte aspirante, d'un four électrique. Une chambre à coucher ainsi qu'une salle d'eau abritent la partie nuit. Cet appartement se situe dans quartier proche des toutes les commodités.",https://www.tayara.tn/listings/appartements-2/d32ff9b1-6d08-4287-83fe-876433ff1bca/appartement-s+1-aux-centre-urbain-nord
2910,2018-07-16T11:47:27,Tayara TN,d314b6f8-32a8-4bba-afd7-58deacdba280,Appartement,Aprt S+1 Neuf Jamais Habité,"Sousse, Sahloul",Appartements,m²,1.0,,500.0,"Leader house immo met à votre disposition pour location un apprt s+1 neuf jamais habité très haut standing dans une résidence nouvellement construit bien sécurisée et équipée avec ascenseur et place parking sous sol , composé : * une chambre à coucher * salle d'eau avec cabine de douche * salon * cuisine équipé avec plaque et hotte * grand terrasse => équipé avec chauffage et climatiseur et place parking sous sol prix : 500 DT pour plus d'info contactez nous au 23227268",https://www.tayara.tn/listings/appartements-2/d314b6f8-32a8-4bba-afd7-58deacdba280/aprt-s+1-neuf-jamais-habité
2911,2018-07-16T11:47:21,Tayara TN,d30a29fd-f60f-485f-b72c-cfdcb68f86e4,Appartement,Appartement S3 Ennasr,"Ariana, Ennasr",Appartements,m²,3.0,,950.0,"A louer un appartement à Ennasr donne sur Hedi Nouira dans l’une des meilleures résidences gardées sécurisée pour habitations ou pour cabinet au 2 ém étage avec ascenseurs, un appartement pour chaque palier, appartement bien agencés vus qu’ il été déjà un cabinet de médecin . Possibilité de faire des modifications selon le profil et les besoins du locataire Pour plus d’informations contacter Mlle imen au 98272588 .",https://www.tayara.tn/listings/appartements-2/d30a29fd-f60f-485f-b72c-cfdcb68f86e4/appartement-s3-ennasr
2912,2018-07-16T11:46:45,Tayara TN,d2cd6dca-4c30-45c5-80c0-8b40693fa79b,Appartement,A Louer Appartement Front De Mer A Hammam Ghzez,"Nabeul, Hammam Ghezèze",Appartements,m²,2.0,,0.0,******** A louer appartement front de mer a hammam ghzez ************** au deuxième de la plage hammem ghzez Nous mettons à votre disposition une offre intéressante pour la location de vacance à plage hammem ghzez S+1 ET S+2 bien équipée pour reserver : Nos Agents sont toujours à Votre disposition pour tous autres renseignements. ? ? ? ? ? Contact : ? ? ? ? (+216) 72 308 286 - 26 280 977 - 53 918 783,https://www.tayara.tn/listings/appartements-2/d2cd6dca-4c30-45c5-80c0-8b40693fa79b/-a-louer-appartement-front-de-mer-a-hammam-ghzez-
2913,2018-07-16T11:46:38,Tayara TN,d2baa9d2-369d-4429-b6bc-b3ac60b48ffb,Appartement,S+2 Avec Entrée Indépendant Aux Lac1,"Tunis, L'aouina",Appartements,m²,2.0,,1000.0,"Réf :AL008 A louer un appartement S+2 bureautiques ou habitation avec entrée indépendant aux 1 ères étage dans une résidence R+2 bien gardé et sécurisé aux berges de Lac1 prés de Monoprix. Elle se composé d’un salon, deux chambre avec dressing, une cuisine et salle de bain. - Une place parking sous-sol -Le prix est compris les frais de syndic Contacter notre agent en immobilière Moez 56308899",https://www.tayara.tn/listings/appartements-2/d2baa9d2-369d-4429-b6bc-b3ac60b48ffb/s+2-avec-entrée-indépendant-aux-lac1
2914,2018-07-16T11:46:26,Tayara TN,d2b24b03-3ad7-4ccb-b62d-336e0a113953,Appartement,Un Appartement S+2 De 110M² À Ezzahra,"Ben arous, Ezzahra",Appartements,m²,2.0,,570.0,"Cet appartement est situé dans une résidence calme et sécurisée. L'entrée donne sur un salon revêtu en marbre blanc et qui donne accès à un balcon. A gauche,en trouve un hall équipée par un dressing qui dessert une cuisine aménagée est complétée par un séchoir. La partie nuit loge deux chambres à coucher . Une salle de bain . Une place de parking est disponible. Toutes les pièces sont équipées de climatiseurs en Split système et un chauffage centrale.",https://www.tayara.tn/listings/appartements-2/d2b24b03-3ad7-4ccb-b62d-336e0a113953/un-appartement-s+2-de-110m²-à-ezzahra
2916,2018-07-16T11:45:56,Tayara TN,d2a17aeb-406e-41b1-b568-f9b029a4dd06,Appartement,S+1 Meublé De 60M² À Erriadh,"Nabeul, Mrezga",Appartements,m²,1.0,,950.0,Cet appartement occupe le troisième étage d'une résidence front de mer à Nabeul. Le hall d'entrée ouvre sur la pièce principale qui donne sur une terrasse avec vue sur mer. La partie nuit dispose d'une chambres à coucher avec dressing et offre une vue sur mer. La cuisine aménagée est équipée. » Équipements Chauffage central Climatisation par split système Dressing Ascenseur Meublé,https://www.tayara.tn/listings/appartements-2/d2a17aeb-406e-41b1-b568-f9b029a4dd06/s+1-meublé-de-60m²-à-erriadh
2917,2018-07-16T11:45:31,Tayara TN,d24f6c39-fa8e-4359-ac9f-17bc20ef46b4,Appartement,Un Très Bel Appartement S2 À Hammamet Zone Htl Meramar,"Nabeul, Hammamet",Appartements,m²,2.0,,1.0,"À louer un très bel et grand appartement S+2 à Hammamet zone hôtel Meramar, pour une petite ou bien longue durée, il est tout près de la mer, de toutes les commodités et les commerces, pour plus d'informations merci de me contacter 98 477 040.",https://www.tayara.tn/listings/appartements-2/d24f6c39-fa8e-4359-ac9f-17bc20ef46b4/un-très-bel-appartement-s2-à-hammamet-zone-htl-meramar-
2918,2018-07-16T11:45:24,Tayara TN,d22be9a8-d9b1-4ae1-b623-352013634674,Appartement,Studio Neuf Pour Étudiantes,"Monastir, Monastir",Appartements,m²,2.0,,350.0,"Un joli studio nouvellement construit comprenant deux chambres, une cuisine, avec gaz de ville, un couloir et une salle d'eau, bien équipé: des lits(et matelas), deux dressings , une télévision, une réfrigérateur, des tables, des chaises.Le studio est bien calme et sécurisé dans une villa (au sein d'une famille). Notons bien que le studio est bien placé prés de complexe culturel, des fast foods, Aziza, Tijeri Bank, à dix minutes du centre ville de station de metro, et des facultés de médecine et dentaire. NB: Location uniquement pour étudiante(max deux)famille et vacanciers s'abstenir.",https://www.tayara.tn/listings/appartements-2/d22be9a8-d9b1-4ae1-b623-352013634674/studio-neuf-pour-étudiantes
2919,2018-07-16T11:44:53,Tayara TN,d1f52bab-3b0a-40ac-85fc-858249e7f269,Appartement,Appartement S3 Avec Ppkss,"Tunis, L'aouina",Appartements,m²,3.0,,750.0,"?À louer : ?Appartement S+3 avec ppkss ?Emplacement :cite el wahat . ?Superficie :137m². ?Typologie : S+3 ?Composition : ??Salon avec balcon ??Cuisine équipée avec séchoir ??trois chambres à coucher ??Salle de bain. *salle d'eau *place de parking sous sol. Pour plus d'Informations, veuillez contacter le 21 330 725",https://www.tayara.tn/listings/appartements-2/d1f52bab-3b0a-40ac-85fc-858249e7f269/appartement-s3-avec-ppkss
2920,2018-07-16T11:44:43,Tayara TN,d1e84d2a-b32f-425b-95aa-2bf711923df6,Appartement,Coquet Appartement A Cite Khalil,"Tunis, La Marsa",Appartements,m²,2.0,,620.0,"louer coquet appartement s+2 (rdc), situé au prestigieux cite khalil de la marsa, dans une résidence calme et proche de toutes les commodités, l'appartement équipé, d’une cuisine américaine (plaque, hotte) ouvrant sur un salon, une salle de douches, et deux chambres à coucher avec des dressings, l’appartement est climatisée et contient un chauffage central. on dispose également de deux places de parking devant la maison. la localisation de l'appartement est son atout majeur, 15 min du lac & aouina, 5 min de ghammart & marsa plage, une situation centrale dans une résidence très calme qui vous permet d'accéder aux different lieux de travail de la banlieue nord dans 15 min max aux voitures (même les heures de pique), et aux différents sites touristiques à pied, en bus ou en taxi,. disponible tout de suite. loyer à l'annee: 620 dt par mois. préférence nouveaux couple.",https://www.tayara.tn/listings/appartements-2/d1e84d2a-b32f-425b-95aa-2bf711923df6/coquet-appartement-a-cite-khalil
2921,2018-07-16T11:44:36,Tayara TN,d1c76a03-5761-4d7a-bf35-b0fbe6e2fa8c,Appartement,Appartement À Louer,"Ariana, Mnihla",Appartements,m²,2.0,,0.0,"S+2 , balcon et terrasse, bien equipé , chauffage centrale , sécurisé avec gardien",https://www.tayara.tn/listings/appartements-2/d1c76a03-5761-4d7a-bf35-b0fbe6e2fa8c/appartement-à-louer
2922,2018-07-16T11:44:08,Tayara TN,d1b6de71-5872-47d1-9884-2bc1b9a01553,Appartement,Par Jour À Gammarth Vue Mer,"Tunis, Autres villes",Appartements,m²,1.0,,150.0,Accès hôtel ( le palace gammarth) bien équipée Tél : 27000065,https://www.tayara.tn/listings/appartements-2/d1b6de71-5872-47d1-9884-2bc1b9a01553/par-jour-à-gammarth-vue-mer-
2930,2018-07-16T11:42:16,Tayara TN,d13aab82-6e25-4c5d-a81d-1c995e829c59,Appartement,A L Un Appartement Front De La Mer À Hammamet Nord 2400 Dt,"Nabeul, Hammamet",Appartements,m²,3.0,,2400.0,A louer des appartements front de la mer au Rond soltane proche de hotèlsoltane à 100 m à la plage se compose d’un salon et une terrasse de belle vue de mer et deux chambres à couchers et une cuisine et un salle de bain Prix :2400dt Pour plus d’information merci de nous contacter :95041677,https://www.tayara.tn/listings/appartements-2/d13aab82-6e25-4c5d-a81d-1c995e829c59/a-l-un-appartement-front-de-la-mer-à-hammamet-nord-2400-dt-
2931,2018-07-16T11:41:51,Tayara TN,d124904e-9021-4ff2-a098-7295ad180f5b,Appartement,A Louer 130 Dt / Nuit,"Nabeul, Autres villes",Appartements,m²,2.0,,130.0,"A louer par nuit S+2 climatisé et bien equipé avec jardain +place parking , 5 mn à la plage . a hammamet mrezga a coté de Hammadi Abid . prix : 130 dt / nuit 50454531 25140392",https://www.tayara.tn/listings/appartements-2/d124904e-9021-4ff2-a098-7295ad180f5b/a-louer-130-dt-nuit
